continent,country_name,iso3c,taxa,year,n_by_country_taxa,n_by_country,centroid_lon,centroid_lat
Americas,Suriname,SUR,Bird,2003,56,588,-55.912,4.127
Europe,Slovenia,SVN,Reptile,2003,7,25,14.8166666667,46.1166666667
Asia,Nepal,NPL,Bird,2003,1,35,83.939,28.253
Americas,Colombia,COL,Insect,2003,1,1395,-73.076,3.9
Americas,Antigua & Barbuda,ATG,Shell,2003,14,14,-61.8,17.05
Americas,Costa Rica,CRI,Crustacean,2003,1,899,-83.946,9.971
Africa,Western Sahara,ESH,Mammal,2003,1,1,-13.706,24.554
Europe,Ireland,IRL,Reptile,2003,1,22,-8,53
Africa,Niger,NER,Shell,2003,1,36,9.398,17.426
Europe,Finland,FIN,Reptile,2003,9,226,26.272,64.504
Asia,Turkey,TUR,Reptile,2003,9,782,35.179,39.061
Europe,Bulgaria,BGR,Mammal,2003,4,44,25,43
Europe,Italy,ITA,Plant,2003,1,19444,10.44,44.931
Americas,Guatemala,GTM,Crustacean,2003,1,255,-90.25,15.5
Asia,Azerbaijan,AZE,Bird,2003,1,57,47.395,40.43
Africa,Somalia,SOM,Amphibian,2003,4,20,49,10
Americas,Bahamas,BHS,Bird,2003,3,146,-76,24.25
Africa,Guinea,GIN,Shell,2003,2,16,-10,11
Americas,Venezuela,VEN,Shell,2003,7,78,-66.166,7.125
Europe,Andorra,AND,Shell,2003,1,1,1.5,42.5
Africa,Ghana,GHA,Crustacean,2003,3,878,-1.207,7.96
Europe,Poland,POL,Bird,2003,4,82,20,52
Africa,Ghana,GHA,Plant,2003,1,878,-1.207,7.96
Americas,Dominica,DMA,Coral,2003,1,5,-61.3333333333,15.4166666667
Oceania,Tuvalu,TUV,Shell,2003,1,1,178,-8
Oceania,French Polynesia,PYF,Crustacean,2003,1,113,-140,-15
Asia,Macau SAR China,MAC,Fish,2003,45,256,113.55,22.1666666667
Africa,Ghana,GHA,Fish,2003,3,878,-1.207,7.96
Europe,Germany,DEU,Annelid,2003,1,2642,9,51
Africa,Niger,NER,Fish,2003,3,36,9.398,17.426
Americas,Uruguay,URY,Bird,2003,182,259,-56.012,-32.8
Americas,Uruguay,URY,Other,2003,1,259,-56.012,-32.8
Asia,Macau SAR China,MAC,Mammal,2003,4,256,113.55,22.1666666667
Africa,Nigeria,NGA,Bird,2003,2,612,8,10
Africa,Malawi,MWI,Coral,2003,1,48,34,-13.5
Americas,Guadeloupe,GLP,Reptile,2003,2,5,-61.441,16.286
Asia,Yemen,YEM,Other,2003,2,34,48,15
Americas,Barbados,BRB,Mammal,2003,1,19,-59.5333333333,13.1666666667
Europe,Czechia,CZE,Amphibian,2003,4,229,15.338,49.743
Europe,Macedonia,MKD,Mammal,2003,43,52,21.698,41.6
Europe,Denmark,DNK,Spider,2003,7,161,10,56
Africa,Burundi,BDI,Mammal,2003,2,20,30,-3.5
Asia,Sri Lanka,LKA,Echinoderms,2003,7,3270,81,7
Asia,Armenia,ARM,Mammal,2003,1,6,45,40
Europe,Russia,RUS,Insect,2003,10,747,100,60
Asia,Kazakhstan,KAZ,Bird,2003,9,62,67.301,48.16
Europe,Sweden,SWE,Shell,2003,1,155,15,62
Europe,Luxembourg,LUX,Mammal,2003,2,3,6.088,49.771
Europe,Poland,POL,Coral,2003,1,82,20,52
Europe,Bosnia & Herzegovina,BIH,Coral,2003,1,1,17.786,44.169
Americas,Panama,PAN,Shell,2003,2,228,-80.92,8.384
Africa,Senegal,SEN,Mammal,2003,2,13,-14.881,15.013
Asia,Jordan,JOR,Shell,2003,1,13,36,31
Americas,Honduras,HND,Insect,2003,1,562,-86.5,15
Asia,Pakistan,PAK,Crustacean,2003,1,63,70,30
Africa,Nigeria,NGA,Shell,2003,4,612,8,10
Europe,Iceland,ISL,Bird,2003,2,82,-18,65
Oceania,Northern Mariana Islands,MNP,Bird,2003,2,20,145.623,15.005
Europe,Finland,FIN,Insect,2003,2,226,26.272,64.504
Oceania,Tokelau,TKL,Fish,2003,1,25,-171.853,-9.193
Asia,Armenia,ARM,Reptile,2003,3,6,45,40
Oceania,Tonga,TON,Reptile,2003,3,5408,-175,-20
Asia,Syria,SYR,Mammal,2003,2,13,38,35
Americas,Puerto Rico,PRI,Insect,2003,1,10,-66.5,18.25
Asia,Syria,SYR,Spider,2003,1,13,38,35
Americas,Bermuda,BMU,Bird,2003,2,14,-64.75,32.3333333333
Africa,Zimbabwe,ZWE,Spider,2003,1,4718,29.872,-19
Asia,Turkey,TUR,Insect,2003,2,782,35.179,39.061
Africa,Mozambique,MOZ,Bird,2003,4,150,37.923,-14.422
Africa,Niger,NER,Crustacean,2003,2,36,9.398,17.426
Americas,Peru,PER,Crustacean,2003,1,1200,-75.552,-9.326
Africa,Mauritius,MUS,Reptile,2003,1,53,57.583,-20.255
Africa,Togo,TGO,Mammal,2003,1,503,1.081,8.799
Africa,Seychelles,SYC,Fish,2003,1,2,55.474,-4.647
Africa,Seychelles,SYC,Other,2003,1,2,55.474,-4.647
Americas,Bermuda,BMU,Coral,2003,4,14,-64.75,32.3333333333
Africa,Ghana,GHA,Coral,2003,1,878,-1.207,7.96
Europe,Greece,GRC,Bird,2003,1,1381,22,39
Africa,Chad,TCD,Mammal,2003,7,10,19,15
Americas,Brazil,BRA,Plant,2003,3,1367,-53.089,-10.772
Americas,Aruba,ABW,Mammal,2003,4,5,-69.9666666667,12.5
Americas,Argentina,ARG,Shell,2003,5,932,-65.167,-35.377
Europe,Austria,AUT,Amphibian,2003,1,514,13.3333333333,47.3333333333
Europe,Poland,POL,Spider,2003,1,82,20,52
Oceania,Fiji,FJI,Mammal,2003,3,5743,177.974,-17.819
Americas,Mexico,MEX,Plant,2003,1,7221,-102,23
Oceania,New Zealand,NZL,Other,2003,2,2548,174,-41
Asia,Azerbaijan,AZE,Amphibian,2003,3,57,47.395,40.43
Asia,Azerbaijan,AZE,Reptile,2003,1,57,47.395,40.43
Europe,Hungary,HUN,Crustacean,2003,3,41,20,47
Asia,Bahrain,BHR,Bird,2003,1,2,50.55,26
Africa,Cape Verde,CPV,Shell,2003,1,4,-24,16
Americas,French Guiana,GUF,Bird,2003,4,41,-53.241,3.924
Africa,Botswana,BWA,Reptile,2003,4,905,23.815,-22.182
Africa,Ethiopia,ETH,Amphibian,2003,2,198,39.616,8.626
Americas,Brazil,BRA,Coral,2003,2,1367,-53.089,-10.772
Europe,Denmark,DNK,Insect,2003,4,161,10,56
Asia,Nepal,NPL,Mammal,2003,2,35,83.939,28.253
Asia,Bangladesh,BGD,Bird,2003,1,100,90,24
Asia,Sri Lanka,LKA,Coral,2003,4,3270,81,7
Europe,Portugal,PRT,Reptile,2003,2,36,-8,39.5
Americas,El Salvador,SLV,Amphibian,2003,2,372,-88.866,13.736
Africa,Cameroon,CMR,Amphibian,2003,3,240,12,6
Africa,Uganda,UGA,Insect,2003,14,102,32,1
Europe,San Marino,SMR,Mammal,2003,13,13,12.4166666667,43.933333
Oceania,Kiribati,KIR,Shell,2003,1,219,173,1.41666666667
Americas,Honduras,HND,Coral,2003,1,562,-86.5,15
Europe,Norway,NOR,Reptile,2003,2,60,8.74,61.152
Africa,Nigeria,NGA,Insect,2003,6,612,8,10
Americas,Paraguay,PRY,Insect,2003,3,167,-58,-23
Americas,Ecuador,ECU,Plant,2003,1,859,-78.497,-1.385
Africa,Malawi,MWI,Reptile,2003,1,48,34,-13.5
Asia,Mongolia,MNG,Bird,2003,1,122,105,46
Oceania,Northern Mariana Islands,MNP,Reptile,2003,1,20,145.623,15.005
Americas,Dominica,DMA,Fish,2003,1,5,-61.3333333333,15.4166666667
Asia,Bangladesh,BGD,Crustacean,2003,1,100,90,24
Europe,Hungary,HUN,Reptile,2003,1,41,20,47
Asia,Nepal,NPL,Reptile,2003,1,35,83.939,28.253
Oceania,Papua New Guinea,PNG,Fish,2003,6,111,143.459,-5.949
Asia,Israel,ISR,Insect,2003,4,180,34.75,31.5
Africa,Cameroon,CMR,Spider,2003,1,240,12,6
Oceania,Tokelau,TKL,Bird,2003,1,25,-171.853,-9.193
Americas,Guyana,GUY,Shell,2003,1,1481,-59,5
Asia,Turkey,TUR,Other,2003,2,782,35.179,39.061
Asia,Sri Lanka,LKA,Reptile,2003,27,3270,81,7
Africa,Rwanda,RWA,Insect,2003,4,21,30,-2
Asia,Brunei,BRN,Insect,2003,1,10,114.666666667,4.5
Europe,Switzerland,CHE,Crustacean,2003,1,9582,7.908,46.861
Europe,Ireland,IRL,Other,2003,1,22,-8,53
Europe,Denmark,DNK,Bird,2003,4,161,10,56
Africa,São Tomé & Príncipe,STP,Amphibian,2003,2,6,7,1
Africa,São Tomé & Príncipe,STP,Reptile,2003,1,6,7,1
Africa,São Tomé & Príncipe,STP,Spider,2003,1,6,7,1
Africa,São Tomé & Príncipe,STP,Insect,2003,1,6,7,1
Africa,São Tomé & Príncipe,STP,Crustacean,2003,1,6,7,1
Europe,Ukraine,UKR,Bird,2003,2,124,32,49
Europe,Bulgaria,BGR,Insect,2003,1,44,25,43
Africa,Swaziland,SWZ,Shell,2003,1,17,31.5,-26.5
Americas,Uruguay,URY,Echinoderms,2003,1,259,-56.012,-32.8
Europe,Finland,FIN,Fish,2003,1,226,26.272,64.504
Americas,Bolivia,BOL,Shell,2003,1,19,-64.671,-16.715
Africa,Burkina Faso,BFA,Shell,2003,1,7,-1.74,12.278
Americas,Bermuda,BMU,Mammal,2003,3,14,-64.75,32.3333333333
Europe,Slovakia,SVK,Fish,2003,1,108,19.5,48.6666666667
Africa,Niger,NER,Bird,2003,1,36,9.398,17.426
Europe,Romania,ROU,Shell,2003,7,91,25,46
Asia,China,CHN,Annelid,2003,1,5442,105,35
Americas,Dominica,DMA,Other,2003,2,5,-61.3333333333,15.4166666667
Africa,Senegal,SEN,Fish,2003,3,13,-14.881,15.013
Americas,Aruba,ABW,Reptile,2003,1,5,-69.9666666667,12.5
Africa,Malawi,MWI,Bird,2003,12,48,34,-13.5
Americas,Venezuela,VEN,Other,2003,2,78,-66.166,7.125
Americas,Venezuela,VEN,Crustacean,2003,1,78,-66.166,7.125
Europe,Luxembourg,LUX,Bird,2003,1,3,6.088,49.771
Asia,Maldives,MDV,Insect,2003,1,21,73,3.25
Oceania,Tokelau,TKL,Mammal,2003,23,25,-171.853,-9.193
Europe,Portugal,PRT,Bird,2003,1,36,-8,39.5
Africa,Malawi,MWI,Mammal,2003,1,48,34,-13.5
Europe,Moldova,MDA,Fish,2003,1,1,29,47
Africa,Niger,NER,Amphibian,2003,2,36,9.398,17.426
Africa,Niger,NER,Spider,2003,1,36,9.398,17.426
Americas,Bolivia,BOL,Insect,2003,1,19,-64.671,-16.715
Americas,Bolivia,BOL,Spider,2003,1,19,-64.671,-16.715
Americas,Puerto Rico,PRI,Amphibian,2003,1,10,-66.5,18.25
Asia,Iraq,IRQ,Spider,2003,1,38,44,33
Americas,Cayman Islands,CYM,Bird,2003,3,23,-81.198,19.314
Asia,Armenia,ARM,Fish,2003,2,6,45,40
Oceania,New Caledonia,NCL,Coral,2003,3,40,165.5,-21.5
Asia,Kyrgyzstan,KGZ,Bird,2003,1,58,74.555,41.465
Africa,Ethiopia,ETH,Fish,2003,2,198,39.616,8.626
Europe,Poland,POL,Reptile,2003,1,82,20,52
Asia,Laos,LAO,Other,2003,1,76,102.471,19.905
Africa,Cape Verde,CPV,Reptile,2003,1,4,-24,16
Europe,Belarus,BLR,Fish,2003,1,8,28.047,53.54
Africa,Cameroon,CMR,Insect,2003,1,240,12,6
Asia,Uzbekistan,UZB,Mammal,2003,1,11,63.17,41.75
Asia,Japan,JPN,Echinoderms,2003,1,1047,138,36
Europe,Croatia,HRV,Crustacean,2003,2,14,15.5,45.1666666667
Americas,Uruguay,URY,Amphibian,2003,15,259,-56.012,-32.8
Americas,U.S. Virgin Islands,VIR,Mammal,2003,1,79,-64.785,17.741
Americas,Peru,PER,Echinoderms,2003,1,1200,-75.552,-9.326
