SPEC_CODE,C,O,F,Genus,Species,Subspecies,Common.Specific.1,Common.General.1,Taxa
MARH,M,RO,SC,MARMOTA,ROBUSTA, ,MARMOTA,HIMALAYANA,MAMMAL
MARV,M,RO,SC,MARMOTA,VANCOUVERENSIS, ,VANCOUVER ISLAND,MARMOT,MAMMAL
MAS?,M,RO,MU,MASTOMYS,SPECIES, ,MULTIMAMMATE,RAT/MOUSE,MAMMAL
MASC,M,RO,MU,MASTOMYS,COUCHA, ,MULTIMAMMATE,RAT,MAMMAL
MASI,M,PR,CC,MACACA,SILENUS, ,LION-TAILED,MACAQUE,MAMMAL
MASI,M,PR,CC,MACACA,FEROX, ,MACACA,SILENUS,MAMMAL
MASI,M,PR,CC,MACACA,VETER, ,MACACA,SILENUS,MAMMAL
MASN,M,RO,MU,MASTOMYS,NATALENSIS, ,MULTIMAMMATE,RAT,MAMMAL
MASS,M,RO,MU,MASTOMYS,SHORTRIDGEI, ,MULTIMAMMATE,RAT,MAMMAL
MASY,M,PR,CC,MACACA,SYLVANUS, ,BARBARY,APE,MAMMAL
MASY,M,PR,CC,MACACA,PYGMAEUS, ,MACACA,SYLVANUS,MAMMAL
MASY,M,PR,CC,SIMIA,SYLVANUS, ,MACACA,SYLVANUS,MAMMAL
MASY,M,PR,CC,MACACA,ECAUDATUS, ,MACACA,SYLVANUS,MAMMAL
MASY,M,PR,CC,MACACA,INUUS, ,MACACA,SYLVANUS,MAMMAL
MASY,M,PR,CC,MACACA,PITHECUS, ,MACACA,SYLVANUS,MAMMAL
MATH,M,PR,CC,MACACA,THIBETANA, ,P. DAV. STUMP-TAIL,MACAQUE,MAMMAL
MATH,M,PR,CC,MACACA,ESAU, ,MACACA,THIBETANA,MAMMAL
MATO,M,PR,CC,MACACA,HECKI, ,MACACA,TONKEANA,MAMMAL
MATO,M,PR,CC,MACACA,TOGEANUS, ,MACACA,TONKEANA,MAMMAL
MATO,M,PR,CC,MACACA,TONSUS, ,MACACA,TONKEANA,MAMMAL
MATO,M,PR,CC,MACACA,TONKEANA, ,TONKEAN BLACK,MACAQUE,MAMMAL
MAVE,M,RO,MU,MASTOMYS,VERHEYENI, ,MULTIMAMMATE,RAT,MAMMAL
MAZA,M,AR,CR,MAZAMA,AMERICANA, ,BROCKET,DEER,MAMMAL
MAZG,M,AR,CR,MAZAMA,GOUAZOUPIRA, ,GRAY BROCKET,DEER,MAMMAL
MBER,M,AR,MO,MOSCHUS,BEREZOVSKII, ,DWARF MUSK,DEER,MAMMAL
MBER,M,AR,MO,MOSCHUS,ANHUIENSIS, ,MOSCHUS,BEREZOVSKII,MAMMAL
MBER,M,AR,MO,MOSCHUS,CHRYSOGASTER,BEREZOVSKII,MOSCHUS,BEREZOVSKII,MAMMAL
MBER,M,AR,MO,MOSCHUS,CAOBANGIS, ,MOSCHUS,BEREZOVSKII,MAMMAL
MBET,M,PR,CG,MICROCEBUS,BERTHAE,,BERTHE'S MOUSE,LEMUR,MAMMAL
MBRA,M,CH,PY,MICRONYCTERIS,BRACHYOTIS,,LITTLE BIG-EARED,BAT,MAMMAL
MBRE,M,DD,DI,MONODELPHIS,BREVICAUDATA,,SHORT-TAILED,OPOSSUM,MAMMAL
MCG?,M,IN,TE,MICROGALE,SPECIES, , ,TENREC,MAMMAL
MCHR,M,AR,MO,MOSCHUS,CHRYSOGASTER, ,HIMALAYAN MUSK,DEER,MAMMAL
MCHR,M,AR,MO,MOSCHUS,CUPREUS, ,MOSCHUS,CHRYSOGASTER,MAMMAL
MCHR,M,AR,MO,MOSCHUS,LEUCOGASTER, ,MOSCHUS,CHRYSOGASTER,MAMMAL
MCHR,M,AR,MO,MOSCHUS,SIFANICUS, ,MOSCHUS,CHRYSOGASTER,MAMMAL
MCHY,M,AR,MO,MOSCHUS,CUPREUS, ,MOSCHUS,CHRYSOGASTER,MAMMAL
MCHY,M,AR,MO,MOSCHUS,LEUCOGASTER, ,MOSCHUS,CHRYSOGASTER,MAMMAL
MCHY,M,AR,MO,MOSCHUS,SIFANICUS, ,MOSCHUS,CHRYSOGASTER,MAMMAL
MCHY,M,AR,MO,MOSCHUS,CHRYSOGASTER, ,HIMALAYAN MUSK,DEER,MAMMAL
MCMC,M,CH,PY,MACROPHYLLUM,MACROPHYLLUM,,LONG-LEGGED,BAT,MAMMAL
MDER,M,AR,CR,ODOCOILEUS,HEMIONUS, ,MULE,DEER,MAMMAL
MDP?,M,DD,DI,MONODELPHIS,SPECIES, ,SHORT-TAILED,OPOSSUM,MAMMAL
MEAU,M,RO,MU,MESOCRICETUS,AURATUS, ,GOLDEN,HAMSTER,MAMMAL
MEBI,M,CE,ZI,MESOPLODON,BIDENS, ,SOWERBY'S BEAKED,WHALE,MAMMAL
MEBI,M,CE,ZI,MESOPLODON,SOWERBYENSIS, ,MESOPLODON,BIDENS,MAMMAL
MEBI,M,CE,ZI,MESOPLODON,SOWERBYI, ,MESOPLODON,BIDENS,MAMMAL
MEBI,M,CE,ZI,PHYSETER,BIDENS, ,MESOPLODON,BIDENS,MAMMAL
MEBI,M,CE,ZI,MESOPLODON,DALEI, ,MESOPLODON,BIDENS,MAMMAL
MEBI,M,CE,ZI,MESOPLODON,MICROPTERUS, ,MESOPLODON,BIDENS,MAMMAL
MEBO,M,CE,ZI,MESOPLODON,BOWDOINI, ,ANDREW'S BEAKED,WHALE,MAMMAL
MECA,M,CA,MS,MELLIVORA,CAPENSIS, ,HONEY,BADGER,MAMMAL
MECA,M,CA,MS,RATELUS,CAPENSIS, ,MELLIVORA,CAPENSIS,MAMMAL
MECA,M,CA,MS,URSITAXUS,CAPENSIS, ,MELLIVORA,CAPENSIS,MAMMAL
MECA,M,CA,MS,VIVERRA,CAPENSIS, ,MELLIVORA,CAPENSIS,MAMMAL
MECA,M,CA,MS,MELLIVORA,VERNAYI, ,MELLIVORA,CAPENSIS,MAMMAL
MECA,M,CA,MS,MELLIVORA,WILSONI, ,MELLIVORA,CAPENSIS,MAMMAL
MECA,M,CA,MS,RATELLUS,CAPENSIS, ,MELLIVORA,CAPENSIS,MAMMAL
MECA,M,CA,MS,MELLIVORA,SAGULATA, ,MELLIVORA,CAPENSIS,MAMMAL
MECA,M,CA,MS,MELLIVORA,SIGNATA, ,MELLIVORA,CAPENSIS,MAMMAL
MECA,M,CA,MS,MELLIVORA,TYPICUS, ,MELLIVORA,CAPENSIS,MAMMAL
MECA,M,CA,MS,MELLIVORA,PUMILIO, ,MELLIVORA,CAPENSIS,MAMMAL
MECA,M,CA,MS,MELLIVORA,RATEL, ,MELLIVORA,CAPENSIS,MAMMAL
MECA,M,CA,MS,MELLIVORA,RATELUS, ,MELLIVORA,CAPENSIS,MAMMAL
MECA,M,CA,MS,MELLIVORA,LEUCONOTA, ,MELLIVORA,CAPENSIS,MAMMAL
MECA,M,CA,MS,MELLIVORA,MAXWELLI, ,MELLIVORA,CAPENSIS,MAMMAL
MECA,M,CA,MS,MELLIVORA,MELLIVORUS, ,MELLIVORA,CAPENSIS,MAMMAL
MECA,M,CA,MS,MELLIVORA,COTTONI, ,MELLIVORA,CAPENSIS,MAMMAL
MECA,M,CA,MS,MELLIVORA,INAURITUS, ,MELLIVORA,CAPENSIS,MAMMAL
MECA,M,CA,MS,MELLIVORA,INDICUS, ,MELLIVORA,CAPENSIS,MAMMAL
MECA,M,CA,MS,MELLIVORA,BROCKMANI, ,MELLIVORA,CAPENSIS,MAMMAL
MECA,M,CA,MS,MELLIVORA,BUCHANANI, ,MELLIVORA,CAPENSIS,MAMMAL
MECA,M,CA,MS,MELLIVORA,CONCISA, ,MELLIVORA,CAPENSIS,MAMMAL
MECA,M,CA,MS,LIPOTUS,CAPENSIS, ,MELLIVORA,CAPENSIS,MAMMAL
MECA,M,CA,MS,MELITORYX,CAPENSIS, ,MELLIVORA,CAPENSIS,MAMMAL
MECA,M,CA,MS,MELLIVORA,ABYSSINICA, ,MELLIVORA,CAPENSIS,MAMMAL
MEDE,M,CE,ZI,MESOPLODON,DENSIROSTRIS, ,BLAINVILLES BEAKED,WHALE,MAMMAL
MEDE,M,CE,ZI,MESOPLODON,SEYCHELLENSIS, ,MESOPLODON,DENSIROSTRIS,MAMMAL
MEEU,M,CE,ZI,MESOPLODON,GERVAISI, ,MESOPLODON,EUROPAEUS,MAMMAL
MEEU,M,CE,ZI,MESOPLODON,EUROPAEUS, ,GERVAIS' BEAKED,WHALE,MAMMAL
MEGI,M,CE,ZI,MESOPLODON,GINKGODENS, ,GINKGO-TOOTHED,WHALE,MAMMAL
MEGI,M,CE,ZI,MESOPLODON,HOTAULA, ,MESOPLODON,GINKGODENS,MAMMAL
MEHE,M,CE,ZI,MESOPLODON,HECTORI, ,HECTOR'S BEAKED,WHALE,MAMMAL
MEHE,M,CE,ZI,MESOPLODON,KNOXI, ,MESOPLODON,HECTORI,MAMMAL
MEHI,M,RO,EC,MESOMYS,HISPIDUS,,SPINY,RAT,MAMMAL
MELI,M,RO,MU,MERIONES,LIBYCUS,,,JIRD,MAMMAL
MEMI,M,CE,ZI,MESOPLODON,MIRUS, ,TRUE'S BEAKED,WHALE,MAMMAL
MENO,M,CE,BA,MEGAPTERA,NOVAEANGLIAE, ,HUMPBACK,WHALE,MAMMAL
MENO,M,CE,BA,MEGAPTERA,VERSABILIS, ,MEGAPTERA,NOVAEANGLIAE,MAMMAL
MENO,M,CE,BA,PERQUALUS,NOVAEANGLIAE, ,MEGAPTERA,NOVAEANGLIAE,MAMMAL
MENO,M,CE,BA,POESCOPIA,NOVAEANGLIAE, ,MEGAPTERA,NOVAEANGLIAE,MAMMAL
MENO,M,CE,BA,MEGAPTERA,LONGIMANA, ,MEGAPTERA,NOVAEANGLIAE,MAMMAL
MENO,M,CE,BA,MEGAPTERA,LONGIPINNA, ,MEGAPTERA,NOVAEANGLIAE,MAMMAL
MENO,M,CE,BA,MEGAPTERA,NODOSA, ,MEGAPTERA,NOVAEANGLIAE,MAMMAL
MENO,M,CE,BA,MEGAPTERA,BRAZILIENSIS, ,MEGAPTERA,NOVAEANGLIAE,MAMMAL
MENO,M,CE,BA,MEGAPTERA,BURMEISTERI, ,MEGAPTERA,NOVAEANGLIAE,MAMMAL
MENO,M,CE,BA,MEGAPTERA,LALANDII, ,MEGAPTERA,NOVAEANGLIAE,MAMMAL
MENO,M,CE,BA,BALAENA,NOVAEANGLIAE, ,MEGAPTERA,NOVAEANGLIAE,MAMMAL
MENO,M,CE,BA,CYPHOBALAENA,NOVAEANGLIAE, ,MEGAPTERA,NOVAEANGLIAE,MAMMAL
MENO,M,CE,BA,KYPHOBALAENA,NOVAEANGLIAE, ,MEGAPTERA,NOVAEANGLIAE,MAMMAL
MEP?,M,CA,MS,MEPHITIS,SPECIES,,,SKUNK,MAMMAL
MEPE,M,CE,ZI,MESOPLODON,PERUVIANUS, ,LESSER BEAKED,WHALE,MAMMAL
MEPM,M,CA,MS,MEPHITIS,MACROURA,,HOODED,SKUNK,MAMMAL
MES?,M,CE,ZI,MESOPLODON,SPECIES, ,BEAKED,WHALE,MAMMAL
MES?,M,CE,ZI,NODUS,SPECIES, ,MESOPLODON,SPECIES,MAMMAL
MES?,M,CE,ZI,OULODON,SPECIES, ,MESOPLODON,SPECIES,MAMMAL
MES?,M,CE,ZI,PAIKEA,SPECIES, ,MESOPLODON,SPECIES,MAMMAL
MES?,M,CE,ZI,DIOPLODON,SPECIES, ,MESOPLODON,SPECIES,MAMMAL
MES?,M,CE,ZI,DOLICHODON,SPECIES, ,MESOPLODON,SPECIES,MAMMAL
MES?,M,CE,ZI,MICROPTERUS,SPECIES, ,MESOPLODON,SPECIES,MAMMAL
MES?,M,CE,ZI,AODON,SPECIES, ,MESOPLODON,SPECIES,MAMMAL
MESC,M,CE,ZI,MESOPLODON,CARLHUBBSI, ,ARCH-BEAKED,WHALE,MAMMAL
MESG,M,CE,ZI,MESOPLODON,GRAYI, ,GRAY'S BEAKED,WHALE,MAMMAL
MESG,M,CE,ZI,MESOPLODON,AUSTRALIS, ,MESOPLODON,GRAYI,MAMMAL
MESG,M,CE,ZI,MESOPLODON,HAASTI, ,MESOPLODON,GRAYI,MAMMAL
MESL,M,CE,ZI,MESOPLODON,LAYARDII, ,LAYARD'S BEAKED,WHALE,MAMMAL
MESL,M,CE,ZI,MESOPLODON,THOMSONI, ,MESOPLODON,LAYARDII,MAMMAL
MESL,M,CE,ZI,MESOPLODON,FLOWERI, ,MESOPLODON,LAYARDII,MAMMAL
MESL,M,CE,ZI,MESOPLODON,GUNTHERI, ,MESOPLODON,LAYARDII,MAMMAL
MESL,M,CE,ZI,MESOPLODON,LONGIROSTRIS, ,MESOPLODON,LAYARDII,MAMMAL
MESM,M,CH,PY,MESOPHYLLA,MACCONNELLI,,YELLOW-EARED,BAT,MAMMAL
MESS,M,RO,EC,MESOMYS,STIMULAX,,SPINY,RAT,MAMMAL
MEST,M,CE,ZI,MESOPLODON,STEJNEGERI, ,STEJNEGER'S BEAKED,WHALE,MAMMAL
METN,M,DD,DI,METACHIRUS,NUDICAUDATUS,,BROWN FOUR-EYED,OPOSSUM,MAMMAL
METN,M,DD,DI,PHILANDER,NUDICAUDATUS,,METACHIRUS,NUDICAUDATUS,MAMMAL
MEUN,M,RO,MU,MERIONES,UNGUICULATUS,,,JIRD,MAMMAL
MEUR,M,CA,UR,MELURSUS,URSINUS, ,SLOTH,BEAR,MAMMAL
MEUR,M,CA,UR,URSUS,URSINUS, ,MELURSUS,URSINUS,MAMMAL
MEUR,M,CA,UR,MELURSUS,LONGIROSTRIS, ,MELURSUS,URSINUS,MAMMAL
MEUR,M,CA,UR,MELURSUS,LYBIUS, ,MELURSUS,URSINUS,MAMMAL
MEUR,M,CA,UR,MELURSUS,NIGER, ,MELURSUS,URSINUS,MAMMAL
MEUR,M,CA,UR,BRADYPUS,URSINUS, ,MELURSUS,URSINUS,MAMMAL
MEUR,M,CA,UR,MELURSUS,INORNATUS, ,MELURSUS,URSINUS,MAMMAL
MEUR,M,CA,UR,MELURSUS,LABIATUS, ,MELURSUS,URSINUS,MAMMAL
MEVU,M,AR,CR,MEGAMUNTIACUS,VUQUANGHENSIS, ,GIANT,MUNTJAC,MAMMAL
MEVU,M,AR,CR,MUNTIACUS,VUQUANGHENSIS,,MEGAMUNTIACUS,VUQUANGHENSIS,MAMMAL
MEWH,M,CE,DE,PEPONOCEPHALA,ASIA, ,PEPONOCEPHALA,ELECTRA,MAMMAL
MEWH,M,CE,DE,PEPONOCEPHALA,FUSIFORMIS, ,PEPONOCEPHALA,ELECTRA,MAMMAL
MEWH,M,CE,DE,PEPONOCEPHALA,PECTORALIS, ,PEPONOCEPHALA,ELECTRA,MAMMAL
MEWH,M,CE,DE,ELECTRA,ELECTRA, ,PEPONOCEPHALA,ELECTRA,MAMMAL
MEWH,M,CE,DE,LAGENORHYNCHUS,ELECTRA, ,PEPONOCEPHALA,ELECTRA,MAMMAL
MEWH,M,CE,DE,PEPONOCEPHALA,ELECTRA, ,MELON-HEADED,WHALE,MAMMAL
MFAS,M,PR,CC,MACACA,FASCICULARIS, ,CRAB-EATING,MACAQUE,MAMMAL
MFAS,M,PR,CC,MACACA,AUREUS, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,AGNATUS, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,ALACER, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,APOENSIS, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,LINGAE, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,LINGUNGENSIS, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,MANDIBULARIS, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,LAPSUS, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,LASIAE, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,LIMITIS, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,KARIMONDJAWAE, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,KARIMONI, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,LAETUS, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,FUSCUS, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,IMPUDENS, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,IRUS, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,CUPIDA, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,CYNOMOLGUS, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,DOLLMANI, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,CAPITALIS, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,CARBONARIUS, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,CARIMATAE, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,BAWEANUS, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,BINTANGENSIS, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,CAGAYANUS, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,ARGENTIMEMBRIS, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,ATRICEPS, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,VALIDUS, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,VITIIS, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,SUBMORDAX, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,SULUENSIS, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,UMBROSUS, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,PUMILUS, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,RESINA, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,SUBLIMITUS, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,MORDAX, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,PHAEURA, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,PHILIPPENSIS, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,MANSALARIS, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,MINDANENSIS, ,MACACA,FASCICULARIS,MAMMAL
MFAS,M,PR,CC,MACACA,MINDORUS, ,MACACA,FASCICULARIS,MAMMAL
MFLA,M,RO,SC,MARMOTA,FLAVIVENTRIS, ,YELLOW-BELLIED,MARMOT,MAMMAL
MFRE,M,CA,MS,MUSTELA,FRENATA, ,LONG-TAILED,WEASEL,MAMMAL
MFUS,M,PR,CC,MACACA,FUSCATA, ,JAPANESE,MACAQUE,MAMMAL
MFUS,M,PR,CC,MACACA,JAPANENSIS, ,MACACA,FUSCATA,MAMMAL
MFUS,M,PR,CC,MACACA,YAKUI, ,MACACA,FUSCATA,MAMMAL
MGE?,M,CA,MS,MELOGALE,SPECIES,,FERRET,BADGER,MAMMAL
MGE?,M,CA,MS,HELICTIS,SPECIES,,MELOGALE,SPECIES,MAMMAL
MHA?,M,RO,MU,CALOMYSCUS,SPECIES,,MOUSELIKE,HAMSTER,MAMMAL
MIAN,M,CA,PI,MIROUNGA,ANGUSTIROSTRIS, ,NORTHERN ELEPHANT,SEAL,MAMMAL
MIAU,M,CH,VE,MINIOPTERUS,AUSTRALIS,,LONG-WINGED,BAT,MAMMAL
MIBE,M,CH,PY,MIMON,BENNETTII,,SPEAR-NOSED,BAT,MAMMAL
MIC?,M,PR,CG,MICROCEBUS,SPECIES, ,MOUSE,LEMUR,MAMMAL
MIC?,M,PR,CG,SCARTES,SPECIES, ,MICROCEBUS,SPECIES,MAMMAL
MIC?,M,PR,CG,MURILEMUR,SPECIES, ,MICROCEBUS,SPECIES,MAMMAL
MIC?,M,PR,CG,MYOCEBUS,SPECIES, ,MICROCEBUS,SPECIES,MAMMAL
MIC?,M,PR,CG,MYSCEBUS,SPECIES, ,MICROCEBUS,SPECIES,MAMMAL
MIC?,M,PR,CG,AZEMA,SPECIES, ,MICROCEBUS,SPECIES,MAMMAL
MIC?,M,PR,CG,GLISCEBUS,SPECIES, ,MICROCEBUS,SPECIES,MAMMAL
MIC?,M,PR,CG,MIRZA,SPECIES, ,MICROCEBUS,SPECIES,MAMMAL
MICL,M,RO,MU,MICROTUS,CALIFORNICUS, , ,VOLE,MAMMAL
MICN,M,CH,PY,MICRONYCTERIS,NICEFORI,,LITTLE BIG-EARED,BAT,MAMMAL
MICO,M,PR,CG,MICROCEBUS,COQUERELI, ,COQUEREL'S MOUSE,LEMUR,MAMMAL
MIDA,M,CH,PY,MICRONYCTERIS,DAVIESI,,LITTLE BIG-EARED,BAT,MAMMAL
MIGR,M,IN,TE,MICROGALE,GRACILIS,,LONG-TAILED,TENREC,MAMMAL
MIHI,M,CH,PY,MICRONYCTERIS,HIRSUTA,,LITTLE BIG-EARED,BAT,MAMMAL
MILE,M,CA,PI,MIROUNGA,LEONINA, ,SOUTHERN ELEPHANT,SEAL,MAMMAL
MILE,M,CA,PI,MIROUNGA,RESIMA, ,MIROUNGA,LEONINA,MAMMAL
MILE,M,CA,PI,PHOCA,LEONINA, ,MIROUNGA,LEONINA,MAMMAL
MILE,M,CA,PI,MIROUNGA,MACQUARIENSIS, ,MIROUNGA,LEONINA,MAMMAL
MILE,M,CA,PI,MIROUNGA,PATAGONICA, ,MIROUNGA,LEONINA,MAMMAL
MILE,M,CA,PI,MIROUNGA,FALCLANDICUS, ,MIROUNGA,LEONINA,MAMMAL
MILE,M,CA,PI,MIROUNGA,FALKLANDICA, ,MIROUNGA,LEONINA,MAMMAL
MILE,M,CA,PI,MIROUNGA,KERGUELENSIS, ,MIROUNGA,LEONINA,MAMMAL
MILE,M,CA,PI,MIROUNGA,CROSETENSIS, ,MIROUNGA,LEONINA,MAMMAL
MILE,M,CA,PI,MIROUNGA,DUBIA, ,MIROUNGA,LEONINA,MAMMAL
MILE,M,CA,PI,MIROUNGA,ELEPHANTINA, ,MIROUNGA,LEONINA,MAMMAL
MILE,M,CA,PI,MIROUNGA,ANSONII, ,MIROUNGA,LEONINA,MAMMAL
MILE,M,CA,PI,MIROUNGA,ANSONINA, ,MIROUNGA,LEONINA,MAMMAL
MILE,M,CA,PI,MIROUNGA,COXII, ,MIROUNGA,LEONINA,MAMMAL
MILE,M,CA,PI,MIROUNGA,PROBOSCIDEA, ,MIROUNGA,LEONINA,MAMMAL
MIMC,M,CH,PY,MIMON,CRENULATUM,,GRAY'S SPEAR-NOSED,BAT,MAMMAL
MIMH,M,RO,MU,MICROTUS,MEXICANUS,HUALPAIENSIS,HUALAPAI MEXICAN,VOLE,MAMMAL
MIMU,M,PR,CG,MICROCEBUS,MURINUS, ,LESSER MOUSE,LEMUR,MAMMAL
MIMU,M,PR,CG,MICROCEBUS,PALMARUM, ,MICROCEBUS,MURINUS,MAMMAL
MIMU,M,PR,CG,MICROCEBUS,PREHENSILIS, ,MICROCEBUS,MURINUS,MAMMAL
MIMU,M,PR,CG,MICROCEBUS,PUSILLUS, ,MICROCEBUS,MURINUS,MAMMAL
MIMU,M,PR,CG,MICROCEBUS,MINIMA, ,MICROCEBUS,MURINUS,MAMMAL
MIMU,M,PR,CG,MICROCEBUS,MINOR, ,MICROCEBUS,MURINUS,MAMMAL
MIMU,M,PR,CG,MICROCEBUS,MYOXINUS, ,MICROCEBUS,MURINUS,MAMMAL
MIMU,M,PR,CG,MICROCEBUS,GLIROIDES, ,MICROCEBUS,MURINUS,MAMMAL
MIMU,M,PR,CG,MICROCEBUS,GRISEORUFUS, ,MICROCEBUS,MURINUS,MAMMAL
MIMU,M,PR,CG,MICROCEBUS,MADAGASCARENSIS, ,MICROCEBUS,MURINUS,MAMMAL
MINK,M,CA,MS,MUSTELA,VISON, ,AMERICAN,MINK,MAMMAL
MINS,M,CH,VE,MINIOPTERUS,SCHREIBERSI,,LONG-WINGED,BAT,MAMMAL
MIOG,M,PR,CC,MIOPITHECUS,OGOUENSIS,,GABON TALAPOIN,MONKEY,MAMMAL
MIPD,M,RO,MU,MICROTUS,PENNSYLVANICUS,DUKECAMPBELLI,FLORIDA SALT MARSH,VOLE,MAMMAL
MIPE,M,RO,MU,MICROTUS,PENNSYLVANICUS, , ,VOLE,MAMMAL
MIR?,M,CH,PY,MICRONYCTERIS,SPECIES,,LITTLE BIG-EARED,BAT,MAMMAL
MISC,M,CH,PY,MICRONYCTERIS,SCHMIDTORUM,,LITTLE BIG-EARED,BAT,MAMMAL
MITA,M,PR,CG,MICROCEBUS,TAVARATRA,,N. RUFOUS MOUSE,LEMUR,MAMMAL
MITH,M,IN,TE,MICROGALE,THOMASI,,,TENREC,MAMMAL
MITR,M,CH,VE,MINIOPTERUS,TRISTIS,,LONG-WINGED,BAT,MAMMAL
ML,M, , , , , ,MAMMALS,ALL MAMMALS,MAMMAL
MLEP,M,DD,DI,MARMOSA,LEPIDA,,MOUSE,OPOSSUM,MAMMAL
MLUT,M,CA,MS,MUSTELA,LUTREOLA, ,EUROPEAN,MINK,MAMMAL
MMAR,M,RO,SC,MARMOTA,MARMOTA, ,ALPINE,MARMOT,MAMMAL
MMEG,M,CH,PY,MICRONYCTERIS,MEGALOTIS,,LITTLE BIG-EARED,BAT,MAMMAL
MMEL,M,CA,MS,MELES,MELES, ,EURASIAN,BADGER,MAMMAL
MMEX,M,RO,MU,MICROTUS,MEXICANUS, ,MEXICAN,VOLE,MAMMAL
MMN?,M,CH,PY,MIMON,SPECIES,,SPEAR-NOSED,BAT,MAMMAL
MMNM,M,CH,PQ,MACROGLOSSUS,MINIMUS,,LONG-TONGUED FRUIT,BAT,MAMMAL
MMNT,M,RO,MU,MICROMYS,MINUTUS,,OLD WORLD HARVEST,MOUSE,MAMMAL
MMNU,M,CH,PY,MICRONYCTERIS,MINUTA,,LITTLE BIG-EARED,BAT,MAMMAL
MMOC,M,CA,MS,MELOGALE,MOSCHATA, ,CHINESE,FERRET BADGER,MAMMAL
MMOS,M,AR,MO,MOSCHUS,SACHALINENSIS, ,MOSCHUS,MOSCHIFERUS,MAMMAL
MMOS,M,AR,MO,MOSCHUS,SIBIRICUS, ,MOSCHUS,MOSCHIFERUS,MAMMAL
MMOS,M,AR,MO,MOSCHUS,TUROWI, ,MOSCHUS,MOSCHIFERUS,MAMMAL
MMOS,M,AR,MO,MOSCHUS,ALTAICUS, ,MOSCHUS,MOSCHIFERUS,MAMMAL
MMOS,M,AR,MO,MOSCHUS,ARCTICUS, ,MOSCHUS,MOSCHIFERUS,MAMMAL
MMOS,M,AR,MO,MOSCHUS,PARVIPES, ,MOSCHUS,MOSCHIFERUS,MAMMAL
MMOS,M,AR,MO,MOSCHUS,MOSCHIFERUS, ,SIBERIAN MUSK,DEER,MAMMAL
MMP?,M,CH,MO,MORMOOPS,SPECIES,,LEAF-CHINNED,BAT,MAMMAL
MMUL,M,PR,CC,MACACA,VESTITA, ,MACACA,MULATTA,MAMMAL
